SalesOrderNumber,OrderDate,CountryRegionCode,Category,ResellerName,NumberEmployees,YearOpened,Region,SalesAmount,TotalProductCost,OrderQuantity,DaysOfRent,UnitPrice
OrNo.455000,2018-01-18,FR,Bike Rental,Biketastic France,3,2016,EU,423.25,313.205,1,224,423.25
OrNo.594000,2018-01-18,FR,Bike Rental,Biketastic France,3,2016,EU,330.5,244.57,1,175,330.5
OrNo.610000,2018-01-18,FR,Bike Rental,Biketastic France,3,2016,EU,581.75,430.495,1,308,581.75
OrNo.657000,2018-01-18,FR,Bike Rental,Biketastic France,3,2016,EU,396.75,293.595,1,210,396.75
OrNo.741000,2018-01-18,FR,Bike Rental,Biketastic France,3,2016,EU,555.5,411.07,1,294,555.5
OrNo.789000,2018-01-18,FR,Bike Rental,Biketastic France,3,2016,EU,172,127.28,1,91,172
OrNo.808000,2018-01-18,FR,Bike Rental,Biketastic France,3,2016,EU,634.75,469.715,1,336,634.75
OrNo.823000,2018-01-18,FR,Bike Rental,Biketastic France,3,2016,EU,603,148.74,3,70,201
OrNo.842000,2018-01-18,FR,Bike Rental,Biketastic France,3,2016,EU,1137.5,420.875,2,301,568.75
OrNo.886000,2018-01-18,FR,Bike Rental,Biketastic France,3,2016,EU,1706.25,420.875,3,301,568.75
OrNo.922000,2018-01-18,FR,Bike Rental,Biketastic France,3,2016,EU,198.25,146.705,1,105,198.25
OrNo.645730,2018-01-28,FR,Cargo Bikes,Biketastic France,3,2016,EU,3908.5,3634.905,1,,3908.5
OrNo.727000,2018-01-28,FR,Cargo Bikes,Biketastic France,3,2016,EU,7817,3634.905,2,,3908.5
OrNo.649710,2018-02-08,FR,E-Bikes,Biketastic France,3,2016,EU,1890,1663.2,1,,1890
OrNo.682500,2018-02-08,FR,E-Bikes,Biketastic France,3,2016,EU,1890,1663.2,1,,1890
OrNo.185000,2018-02-16,FR,E-Bikes,Biketastic France,3,2016,EU,4233,1862.52,2,,2116.5
OrNo.130366,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,313.5,231.99,1,217,313.5
OrNo.262400,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,12.25,9.065,1,4,12.25
OrNo.274600,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,445,164.65,2,154,222.5
OrNo.278800,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,303.25,224.405,1,210,303.25
OrNo.280200,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,182,134.68,1,126,182
OrNo.284200,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,343.75,254.375,1,238,343.75
OrNo.290600,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,222.5,164.65,1,154,222.5
OrNo.310600,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,465.25,344.285,1,322,465.25
OrNo.314300,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,108.5,80.29,1,56,108.5
OrNo.318800,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,232.5,172.05,1,161,232.5
OrNo.330900,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,54.25,40.145,1,28,54.25
OrNo.332000,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,364,269.36,1,252,364
OrNo.342200,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,284.25,70.115,3,49,94.75
OrNo.344600,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,465,172.05,2,161,232.5
OrNo.576300,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,526,194.62,2,182,263
OrNo.582600,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,809,299.33,2,280,404.5
OrNo.660100,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,151.75,112.295,1,105,151.75
OrNo.662500,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,122,90.28,1,63,122
OrNo.668500,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,374.25,276.945,1,259,374.25
OrNo.672900,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,40.75,30.155,1,21,40.75
OrNo.690400,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,343.75,254.375,1,238,343.75
OrNo.698000,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,222.5,164.65,1,154,222.5
OrNo.700500,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,161.75,119.695,1,112,161.75
OrNo.714300,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,455,336.7,1,315,455
OrNo.720900,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,323.5,119.695,2,112,161.75
OrNo.722800,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,149,110.26,1,77,149
OrNo.724200,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,1051.5,389.055,2,364,525.75
OrNo.743800,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,1092,269.36,3,252,364
OrNo.745200,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,81.25,60.125,1,42,81.25
OrNo.747400,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,343.75,254.375,1,238,343.75
OrNo.749800,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,135.5,100.27,1,70,135.5
OrNo.751200,2018-02-18,FR,Bike Rental,Biketastic France,3,2016,EU,3,2.22,1,1,3
OrNo.178000,2018-02-19,FR,E-Bikes,Biketastic France,3,2016,EU,4233,1862.52,2,,2116.5
OrNo.494300,2018-03-10,FR,E-Bikes,Biketastic France,4,2016,EU,2079.25,1829.74,1,,2079.25
OrNo.648030,2018-03-10,FR,E-Bikes,Biketastic France,4,2016,EU,2079.25,1829.74,1,,2079.25
OrNo.684500,2018-03-10,FR,E-Bikes,Biketastic France,4,2016,EU,1890,1663.2,1,,1890
OrNo.686300,2018-03-10,FR,E-Bikes,Biketastic France,4,2016,EU,2079.25,1829.74,1,,2079.25
OrNo.686820,2018-03-10,FR,E-Bikes,Biketastic France,4,2016,EU,2079.25,1829.74,1,,2079.25
OrNo.649810,2018-03-15,FR,E-Bikes,Biketastic France,4,2016,EU,1890,1663.2,1,,1890
OrNo.683400,2018-03-15,FR,E-Bikes,Biketastic France,4,2016,EU,1890,1663.2,1,,1890
OrNo.688460,2018-03-15,FR,E-Bikes,Biketastic France,4,2016,EU,1890,1663.2,1,,1890
OrNo.649130,2018-03-19,FR,E-Bikes,Biketastic France,4,2016,EU,5643,1655.28,3,,1881
OrNo.649690,2018-03-19,FR,E-Bikes,Biketastic France,4,2016,EU,1890,1663.2,1,,1890
OrNo.681900,2018-03-19,FR,E-Bikes,Biketastic France,4,2016,EU,1890,1663.2,1,,1890
OrNo.207300,2018-03-20,FR,Bike Rental,Biketastic France,4,2016,EU,667.5,246.975,2,231,333.75
OrNo.505400,2018-03-20,FR,Bike Rental,Biketastic France,4,2016,EU,404.5,149.665,2,140,202.25
OrNo.511800,2018-03-20,FR,Bike Rental,Biketastic France,4,2016,EU,1062,261.96,3,245,354
OrNo.515400,2018-03-20,FR,Bike Rental,Biketastic France,4,2016,EU,475.25,351.685,1,329,475.25
OrNo.553400,2018-03-20,FR,Bike Rental,Biketastic France,4,2016,EU,151.75,112.295,1,105,151.75
OrNo.622000,2018-03-20,FR,Bike Rental,Biketastic France,4,2016,EU,24.5,9.065,2,4,12.25
OrNo.624100,2018-03-20,FR,Bike Rental,Biketastic France,4,2016,EU,687.5,254.375,2,238,343.75
OrNo.630900,2018-03-20,FR,Bike Rental,Biketastic France,4,2016,EU,566.5,209.605,2,196,283.25
OrNo.638400,2018-03-20,FR,Bike Rental,Biketastic France,4,2016,EU,232.5,172.05,1,161,232.5
OrNo.640500,2018-03-20,FR,Bike Rental,Biketastic France,4,2016,EU,172,127.28,1,119,172
OrNo.642000,2018-03-20,FR,Bike Rental,Biketastic France,4,2016,EU,525.75,389.055,1,364,525.75
OrNo.649040,2018-03-22,FR,E-Bikes,Biketastic France,4,2016,EU,5643,1655.28,3,,1881
OrNo.649530,2018-03-22,FR,E-Bikes,Biketastic France,4,2016,EU,1890,1663.2,1,,1890
OrNo.501700,2018-04-09,FR,E-Bikes,Biketastic France,4,2016,EU,2079.25,1829.74,1,,2079.25
OrNo.646570,2018-04-09,FR,E-Bikes,Biketastic France,4,2016,EU,3861,1698.84,2,,1930.5
OrNo.500400,2018-04-14,FR,E-Bikes,Biketastic France,4,2016,EU,2079.25,1829.74,1,,2079.25
OrNo.647670,2018-04-14,FR,E-Bikes,Biketastic France,4,2016,EU,2079.25,1829.74,1,,2079.25
OrNo.647960,2018-04-18,FR,E-Bikes,Biketastic France,4,2016,EU,2079.25,1829.74,1,,2079.25
OrNo.686700,2018-04-18,FR,E-Bikes,Biketastic France,4,2016,EU,2079.25,1829.74,1,,2079.25
OrNo.213600,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,869.5,321.715,2,301,434.75
OrNo.238100,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,108.5,80.29,1,56,108.5
OrNo.244400,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,687.5,254.375,2,238,343.75
OrNo.356100,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,122,90.28,1,63,122
OrNo.358400,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,1365,336.7,3,315,455
OrNo.362800,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,67.75,50.135,1,35,67.75
OrNo.366100,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,40.75,30.155,1,21,40.75
OrNo.391100,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,505.5,187.035,2,175,252.75
OrNo.410500,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,505.5,374.07,1,350,505.5
OrNo.412800,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,606.75,149.665,3,140,202.25
OrNo.416300,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,394.5,97.31,3,91,131.5
OrNo.418000,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,627,231.99,2,217,313.5
OrNo.420700,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,445,329.3,1,308,445
OrNo.422500,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,94.75,70.115,1,49,94.75
OrNo.430400,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,424.75,314.315,1,294,424.75
OrNo.432600,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,343.75,254.375,1,238,343.75
OrNo.434500,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,586.5,217.005,2,203,293.25
OrNo.436000,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,354,261.96,1,245,354
OrNo.438400,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,161.75,119.695,1,112,161.75
OrNo.440600,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,465.25,344.285,1,322,465.25
OrNo.647360,2018-04-21,FR,E-Bikes,Biketastic France,4,2016,EU,2079.25,1829.74,1,,2079.25
OrNo.647860,2018-04-21,FR,E-Bikes,Biketastic France,4,2016,EU,2079.25,1829.74,1,,2079.25
OrNo.686130,2018-04-21,FR,E-Bikes,Biketastic France,4,2016,EU,2079.25,1829.74,1,,2079.25
OrNo.646670,2018-05-14,FR,E-Bikes,Biketastic France,5,2016,EU,3861,1698.84,2,,1930.5
OrNo.685430,2018-05-14,FR,E-Bikes,Biketastic France,5,2016,EU,3861,1698.84,2,,1930.5
OrNo.223400,2018-05-18,FR,E-Bikes,Biketastic France,5,2016,EU,3861,1698.84,2,,1930.5
OrNo.104560,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,135.5,50.135,2,35,67.75
OrNo.104790,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,1011,374.07,2,350,505.5
OrNo.105140,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,404.5,149.665,2,140,202.25
OrNo.110390,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,135.5,100.27,1,70,135.5
OrNo.111350,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,293.25,217.005,1,203,293.25
OrNo.111780,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,243.75,60.125,3,42,81.25
OrNo.111940,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,131.5,97.31,1,91,131.5
OrNo.112590,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,374.25,276.945,1,259,374.25
OrNo.112780,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,525.75,389.055,1,364,525.75
OrNo.112910,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,445,329.3,1,308,445
OrNo.113360,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,374.25,276.945,1,259,374.25
OrNo.114180,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,232.5,172.05,1,161,232.5
OrNo.114920,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,354,261.96,1,245,354
OrNo.115140,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,313.5,231.99,1,217,313.5
OrNo.115740,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,189.5,70.115,2,49,94.75
OrNo.821600,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,1304.25,321.715,3,301,434.75
OrNo.829000,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,108.5,80.29,1,56,108.5
OrNo.831400,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,162.5,120.25,1,84,162.5
OrNo.833400,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,303.25,224.405,1,210,303.25
OrNo.837200,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,728.25,179.635,3,168,242.75
OrNo.841600,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,27,19.98,1,14,27
OrNo.851500,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,263,97.31,2,91,131.5
OrNo.853800,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,606.5,224.405,2,210,303.25
OrNo.855600,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,263,194.62,1,182,263
OrNo.859200,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,313.5,231.99,1,217,313.5
OrNo.863900,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,434.75,321.715,1,301,434.75
OrNo.867600,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,149,110.26,1,77,149
OrNo.874600,2018-05-20,FR,Bike Rental,Biketastic France,5,2016,EU,242.75,179.635,1,168,242.75
OrNo.222300,2018-05-21,FR,E-Bikes,Biketastic France,5,2016,EU,3861,1698.84,2,,1930.5
OrNo.651190,2018-05-30,FR,Cargo Bikes,Biketastic France,5,2016,EU,3781,3516.33,1,,3781
OrNo.690030,2018-06-09,FR,E-Bikes,Biketastic France,5,2016,EU,3810,1676.4,2,,1905
OrNo.651500,2018-06-14,FR,E-Bikes,Biketastic France,5,2016,EU,3810,1676.4,2,,1905
OrNo.871400,2018-06-14,FR,E-Bikes,Biketastic France,5,2016,EU,3810,1676.4,2,,1905
OrNo.689750,2018-06-18,FR,E-Bikes,Biketastic France,5,2016,EU,3810,1676.4,2,,1905
OrNo.102530,2018-06-19,FR,Bike Rental,Biketastic France,5,2016,EU,1051.5,389.055,2,364,525.75
OrNo.102710,2018-06-19,FR,Bike Rental,Biketastic France,5,2016,EU,627,231.99,2,217,313.5
OrNo.102910,2018-06-19,FR,Bike Rental,Biketastic France,5,2016,EU,284.25,70.115,3,49,94.75
OrNo.108350,2018-06-19,FR,Bike Rental,Biketastic France,5,2016,EU,81.25,60.125,1,42,81.25
OrNo.109130,2018-06-19,FR,Bike Rental,Biketastic France,5,2016,EU,515.75,381.655,1,357,515.75
OrNo.985400,2018-06-19,FR,Bike Rental,Biketastic France,5,2016,EU,161.75,119.695,1,112,161.75
OrNo.987700,2018-06-19,FR,Bike Rental,Biketastic France,5,2016,EU,244,90.28,2,63,122
OrNo.989400,2018-06-19,FR,Bike Rental,Biketastic France,5,2016,EU,242.75,179.635,1,168,242.75
OrNo.991600,2018-06-19,FR,Bike Rental,Biketastic France,5,2016,EU,525.75,389.055,1,364,525.75
OrNo.651200,2018-06-21,FR,E-Bikes,Biketastic France,5,2016,EU,3810,1676.4,2,,1905
OrNo.689600,2018-06-21,FR,E-Bikes,Biketastic France,5,2016,EU,3810,1676.4,2,,1905
OrNo.691560,2018-07-09,FR,E-Bikes,Biketastic France,6,2016,EU,2531.5,2227.72,1,,2531.5
OrNo.653160,2018-07-14,FR,E-Bikes,Biketastic France,6,2016,EU,2531.5,2227.72,1,,2531.5
OrNo.775800,2018-07-20,FR,Bike Rental,Biketastic France,6,2016,EU,308,227.92,1,252,308
OrNo.777200,2018-07-20,FR,Bike Rental,Biketastic France,6,2016,EU,222.5,164.65,1,182,222.5
OrNo.783400,2018-07-20,FR,Bike Rental,Biketastic France,6,2016,EU,222.5,164.65,1,182,222.5
OrNo.785700,2018-07-20,FR,Bike Rental,Biketastic France,6,2016,EU,299.5,221.63,1,245,299.5
OrNo.789700,2018-07-20,FR,Bike Rental,Biketastic France,6,2016,EU,299.5,221.63,1,245,299.5
OrNo.791900,2018-07-20,FR,Bike Rental,Biketastic France,6,2016,EU,72,53.28,1,49,72
OrNo.905600,2018-07-20,FR,Bike Rental,Biketastic France,6,2016,EU,564.75,139.305,3,154,188.25
OrNo.919100,2018-07-20,FR,Bike Rental,Biketastic France,6,2016,EU,239.5,88.615,2,98,119.75
OrNo.925400,2018-07-20,FR,Bike Rental,Biketastic France,6,2016,EU,128.25,94.905,1,105,128.25
OrNo.927000,2018-07-20,FR,Bike Rental,Biketastic France,6,2016,EU,393.5,291.19,1,322,393.5
OrNo.931000,2018-07-20,FR,Bike Rental,Biketastic France,6,2016,EU,291,215.34,1,238,291
OrNo.935200,2018-07-20,FR,Bike Rental,Biketastic France,6,2016,EU,30.75,22.755,1,21,30.75
OrNo.652890,2018-07-21,FR,E-Bikes,Biketastic France,6,2016,EU,2531.5,2227.72,1,,2531.5
OrNo.975400,2018-07-21,FR,E-Bikes,Biketastic France,6,2016,EU,2531.5,2227.72,1,,2531.5
OrNo.694340,2018-08-10,FR,E-Bikes,Biketastic France,6,2016,EU,3720.5,1637.02,2,,1860.25
OrNo.123050,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,91,67.34,1,91,91
OrNo.123250,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,336,248.64,1,336,336
OrNo.123670,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,301,222.74,1,301,301
OrNo.124800,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,16,5.92,2,8,8
OrNo.125420,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,231,170.94,1,231,231
OrNo.125680,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,252,62.16,3,84,84
OrNo.125890,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,168,41.44,3,56,56
OrNo.126410,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,350,259,1,350,350
OrNo.126860,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,273,67.34,3,91,91
OrNo.127000,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,322,238.28,1,322,322
OrNo.127280,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,287,212.38,1,287,287
OrNo.127690,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,266,196.84,1,266,266
OrNo.128040,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,210,51.8,3,70,70
OrNo.128260,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,308,113.96,2,154,154
OrNo.143250,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,217,160.58,1,217,217
OrNo.147670,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,126,31.08,3,42,42
OrNo.148230,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,231,170.94,1,231,231
OrNo.148470,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,266,196.84,1,266,266
OrNo.149110,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,210,155.4,1,210,210
OrNo.149580,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,329,243.46,1,329,329
OrNo.150350,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,357,264.18,1,357,357
OrNo.150770,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,287,212.38,1,287,287
OrNo.152130,2018-08-20,FR,Bike Rental,Biketastic France,6,2016,EU,35,25.9,1,35,35
OrNo.656510,2018-09-09,FR,E-Bikes,Biketastic France,7,2016,EU,3720.5,1637.02,2,,1860.25
OrNo.694590,2018-09-09,FR,E-Bikes,Biketastic France,7,2016,EU,3720.5,1637.02,2,,1860.25
OrNo.123475,2018-09-14,FR,E-Bikes,Biketastic France,7,2016,EU,3720.5,1637.02,2,,1860.25
OrNo.694470,2018-09-14,FR,E-Bikes,Biketastic France,7,2016,EU,3720.5,1637.02,2,,1860.25
OrNo.117210,2018-09-17,FR,Bike Rental,Biketastic France,7,2016,EU,231,170.94,1,231,231
OrNo.141120,2018-09-17,FR,Bike Rental,Biketastic France,7,2016,EU,133,98.42,1,133,133
OrNo.141330,2018-09-17,FR,Bike Rental,Biketastic France,7,2016,EU,161,119.14,1,161,161
OrNo.656150,2018-09-21,FR,E-Bikes,Biketastic France,7,2016,EU,3720.5,1637.02,2,,1860.25
OrNo.118690,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,12,4.44,2,6,6
OrNo.118840,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,350,259,1,350,350
OrNo.120070,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,42,31.08,1,42,42
OrNo.120270,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,133,98.42,1,133,133
OrNo.120620,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,630,155.4,3,210,210
OrNo.121270,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,490,181.3,2,245,245
OrNo.121650,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,9,6.66,1,9,9
OrNo.121810,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,245,181.3,1,245,245
OrNo.122010,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,147,108.78,1,147,147
OrNo.122200,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,252,186.48,1,252,252
OrNo.127820,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,329,243.46,1,329,329
OrNo.128980,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,364,269.36,1,364,364
OrNo.129530,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,35,25.9,1,35,35
OrNo.130280,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,798,196.84,3,266,266
OrNo.130400,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,280,103.6,2,140,140
OrNo.131390,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,420,155.4,2,210,210
OrNo.132300,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,252,62.16,3,84,84
OrNo.132770,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,20,7.4,2,10,10
OrNo.132980,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,532,196.84,2,266,266
OrNo.133160,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,651,160.58,3,217,217
OrNo.133960,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,35,25.9,1,35,35
OrNo.134180,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,161,119.14,1,161,161
OrNo.134300,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,1071,264.18,3,357,357
OrNo.134510,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,273,67.34,3,91,91
OrNo.134780,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,588,217.56,2,294,294
OrNo.135340,2018-10-18,FR,Bike Rental,Biketastic France,7,2016,EU,672,248.64,2,336,336
OrNo.128710,2018-10-28,FR,Cargo Bikes,Biketastic France,7,2016,EU,3737.75,3476.1075,1,,3737.75
OrNo.654430,2018-10-28,FR,Cargo Bikes,Biketastic France,7,2016,EU,7475.5,3476.1075,2,,3737.75
OrNo.660270,2018-11-07,FR,E-Bikes,Biketastic France,8,2016,EU,4305,1894.2,2,,2152.5
OrNo.697380,2018-11-07,FR,E-Bikes,Biketastic France,8,2016,EU,4305,1894.2,2,,2152.5
OrNo.161420,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,473,350.02,1,224,473
OrNo.162030,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,251.25,185.925,1,119,251.25
OrNo.162270,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,280.5,69.19,3,28,93.5
OrNo.163680,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,1478,546.86,2,350,739
OrNo.163820,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,266,196.84,1,126,266
OrNo.164040,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,236.5,175.01,1,112,236.5
